Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
136978,SM DPWT-Mechanicsville Road Culvert under Bridge No SM0035P,"Bridge SM-0035P Mechanicsville Road, over Coffee Hill Run - MD238 to MD234, go nw on MD234, right on Mechanicsville, crossing is 1500 feet on road",Mechanicsville,MD,20659,St. Mary's,Waterway Construction,3/13/2019 12:00:00 AM,18-NT-0108,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,285
163544,John Snyder,"Intersection Blackhaw Trail and unnamed road to Big Pipe Creek, adj to Reinhart Rd, 39.673067, -76.984849",Westminster,MD,21158,Carroll,Waterway Construction,3/19/2019 12:00:00 AM,18-NT-3365,,,,Complete,Satisfactory/Compliance,Close File,N,286
151835,BC DPW-Chinquapin Run,"Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane",Baltimore City,MD,21202,Baltimore City,NPDES Construction Activity,3/20/2019 12:00:00 AM,16-NT-0104,MDRCD035V,,,Active,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,287
151835,BC DPW-Chinquapin Run,"Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane",Baltimore City,MD,21202,Baltimore City,Waterway Construction,3/20/2019 12:00:00 AM,16-NT-0104,MDRCD035V,,,Active,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,288
151835,BC DPW-Chinquapin Run,"Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane",Baltimore City,MD,21202,Baltimore City,Nontidal Wetlands,3/20/2019 12:00:00 AM,16-NT-0104,MDRCD035V,,,Active,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,289
151835,BC DPW-Chinquapin Run,"Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane",Baltimore City,MD,21202,Baltimore City,Sediment_Erosion,3/20/2019 12:00:00 AM,16-NT-0104,MDRCD035V,,,Active,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,290
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Waterway Construction,3/21/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,Y,291
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,3/21/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,Y,292
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,3/21/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,Y,293
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,3/25/2019 12:00:00 AM,,MDRCP036N,,,Active - No work today,Compliance Assistance Rendered,Continue Routine Inspection,Y,294
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,3/26/2019 12:00:00 AM,15-SF-0289,MDRCQF03E,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,295
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,3/26/2019 12:00:00 AM,15-SF-0289,MDRCQF03E,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,296
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,4/1/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,297
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,4/1/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,298
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,4/1/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,299
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,4/1/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,300
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/12/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,301
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/12/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,302
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/16/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,303
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/16/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,304
157487,Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd,"Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road",Lusby,MD,20657,Calvert,NPDES Construction Activity,4/16/2019 12:00:00 AM,"17-NT-0511,19-CA-0042",MDRCY03WV,19-2449,,Active - No work today,Noncompliance,"Close File,Continue Routine Inspection",N,305
157487,Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd,"Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road",Lusby,MD,20657,Calvert,Sediment_Erosion,4/16/2019 12:00:00 AM,"17-NT-0511,19-CA-0042",MDRCY03WV,19-2449,,Active - No work today,Noncompliance,"Close File,Continue Routine Inspection",N,306
157487,Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd,"Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road",Lusby,MD,20657,Calvert,Nontidal Wetlands,4/16/2019 12:00:00 AM,"17-NT-0511,19-CA-0042",MDRCY03WV,19-2449,,Active - No work today,Noncompliance,"Close File,Continue Routine Inspection",N,307
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/18/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,308
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/18/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,309
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/22/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,310
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/22/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,311
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Waterway Construction,4/24/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,312
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,State_federal SWM,4/24/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,313
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,NPDES Construction Activity,4/24/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,314
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Nontidal Wetlands,4/24/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,315
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/26/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,316
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/26/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,317
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,4/30/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,318
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,4/30/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,319
150623,St Charles Community LLC-Village of Wooded Glen Neighborhood 2,"S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd",Saint Charles,MD,20602,Charles,NPDES Construction Activity,5/1/2019 12:00:00 AM,,MDRCI01WE,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,320
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,5/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,321
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,5/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,322
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,5/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,323
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,5/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,324
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,5/7/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,325
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,5/7/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,326
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,5/8/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,327
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,5/8/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,328
161051,USAMRIID Connector Roads,"approximately 39.439, -77.4222",,,,Not Yet Determined,Sediment_Erosion,5/8/2019 12:00:00 AM,18SF0148,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,329
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,5/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,330
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,5/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,331
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,5/14/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,332
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,5/14/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,333
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Nontidal Wetlands,5/20/2019 12:00:00 AM,"17NT0281,18CE0151",MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,334
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,5/20/2019 12:00:00 AM,"17NT0281,18CE0151",MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,335
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,5/20/2019 12:00:00 AM,"17NT0281,18CE0151",MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,336
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,5/31/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,337
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,5/31/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,338
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,5/31/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,339
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,5/31/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,340
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/3/2019 12:00:00 AM,,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,341
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/3/2019 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,342
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/3/2019 12:00:00 AM,,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,343
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/3/2019 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,344
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,6/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,Y,345
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,6/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,Y,346
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,6/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,Y,347
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,6/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active,Satisfactory/Compliance,Continue Routine Inspection,Y,348
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,6/4/2019 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,349
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/7/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,350
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/7/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,"Additional Investigation Required,Continue Routine Inspection",N,351
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/7/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,352
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/7/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,"Additional Investigation Required,Continue Routine Inspection",N,353
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,6/7/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,354
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,6/7/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,355
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Nontidal Wetlands,6/10/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Complete,Satisfactory/Compliance,Close File,N,356
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,NPDES Construction Activity,6/10/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Complete,Satisfactory/Compliance,Close File,N,357
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,State_federal SWM,6/10/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Complete,Satisfactory/Compliance,Close File,N,358
136911,MD DNR-C and O Canal NHP-Western Maryland Rail Trail,"Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot",Hancock,MD,21750,Washington,Waterway Construction,6/10/2019 12:00:00 AM,"12-SF-0198,17-NT-3188",MDRCYS081,,,Complete,Satisfactory/Compliance,Close File,N,359
