Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,6/13/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Corrective Actions Required,Continue Routine Inspection,N,360
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,6/13/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Corrective Actions Required,Continue Routine Inspection,N,361
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,6/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,362
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,6/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,363
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/14/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,364
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/14/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Noncompliance,Additional Investigation Required,N,365
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,6/17/2019 12:00:00 AM,"17-NT-0434,18-SF-0018",MDRCNS0LA,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,366
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,6/17/2019 12:00:00 AM,"17-NT-0434,18-SF-0018",MDRCNS0LA,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,367
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,State_federal SWM,6/17/2019 12:00:00 AM,"17-NT-0434,18-SF-0018",MDRCNS0LA,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,368
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/24/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,369
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/24/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,370
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Nontidal Wetlands,7/3/2019 12:00:00 AM,19-NT-3027,,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,371
165746,Village of Wooded Glen Neighborhood 4 Rough Grading,"South side of St. Charles Parkway, 2.4 miles south of the intersection of St. Charles Parkway & Billingsley Road",Waldorf,MD,20602,Charles,NPDES Construction Activity,7/9/2019 12:00:00 AM,,MDRCI03WS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,372
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,7/12/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,373
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,7/12/2019 12:00:00 AM,15-SF-0829,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,374
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,7/15/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,375
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,7/15/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,376
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,NPDES Construction Activity,7/16/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Continue Routine Inspection,N,377
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,7/16/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Continue Routine Inspection,N,378
162395,Erosion & Sediment Control Plan for Walter Reed National Military Medical Center,"39.0, -77.1, Uniformed Services University of the Health Sciences, (northeast of Hawkins Ln/Jones Bridge Rd intersection)",Chevy Chase,MD,20815,Montgomery,State_federal SWM,7/18/2019 12:00:00 AM,19-SF-0023,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,379
155998,Verizon Wireless-Summit Hall Road Interchange Communications Tower,"516 Summit Hall Rd, Site approx 850 feet southeast of the intersection of Summit Hall Rd and W Deer Park Rd, 39 7' 31.1"" -77 11' 45.44""",Gaithersburg,MD,20877,Montgomery,Nontidal Wetlands,7/26/2019 12:00:00 AM,17-NT-3189,,,,Complete,Satisfactory/Compliance,Close File,N,380
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Waterway Construction,7/26/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,381
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,7/26/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,382
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,7/26/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,383
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,8/1/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,384
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,8/1/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,385
160133,HHMI-Janelia Research Campus - Selden Island Bridge,"Bridge to Selden Island, MD on private road accessible from Potomac Drive, Ashburn, VA, Approx. 1 mile north east of VA Rte 7 (Harry Byrd Hwy), 39.073541, -77.456939",Poolesville,MD,20837,Montgomery,Waterway Construction,8/1/2019 12:00:00 AM,18-NT-3259,,,,Complete,Satisfactory/Compliance,Close File,N,386
162670,Mary E. Rodman Elementary School,"39.2922, -76.6764, Mary E. Rodman Elementary School - Baltimore City, (near W Mulberry/Edgewood St intersection)",Baltimore City,MD,21229,Baltimore City,State_federal SWM,8/2/2019 12:00:00 AM,19-SF-0060,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,387
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Waterway Construction,8/5/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,388
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,8/5/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,389
156686,Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP,"Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr",Gaithersburg,MD,20878,Montgomery,NPDES Construction Activity,8/5/2019 12:00:00 AM,17-NT-3115,MDRCP036N,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,390
164743,IDEA Factory,"38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)",College Park,MD,20742,Prince George's,State_federal SWM,8/5/2019 12:00:00 AM,19-SF-0162,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,391
164068,XY55 Temporary Space Sote,"38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)",Indian Head,MD,20640,Charles,State_federal SWM,8/7/2019 12:00:00 AM,19-SF-0217,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,392
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,8/13/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Continue Routine Inspection,N,393
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,NPDES Construction Activity,8/13/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Continue Routine Inspection,N,394
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,NPDES Construction Activity,9/10/2019 12:00:00 AM,15-WA-0145,MDRCV02DP,,,Complete,Satisfactory/Compliance,Close File,Y,395
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,Sediment_Erosion,9/10/2019 12:00:00 AM,15-WA-0145,MDRCV02DP,,,Complete,Satisfactory/Compliance,Close File,Y,396
158253,RES-Hillmeade Property-Stream Restoration TMDL Project,"Hillmeade Road approx 115 feet NW of Hillmeade Station Drive and Hillmead Road west side, 38.982375, -76.795486",Glenn Dale,MD,20769,Prince George's,Nontidal Wetlands,9/18/2019 12:00:00 AM,17-NT-0393,,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,397
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Waterway Construction,9/19/2019 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,398
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,9/19/2019 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,399
150623,St Charles Community LLC-Village of Wooded Glen Neighborhood 2,"S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd",Saint Charles,MD,20602,Charles,Waterway Construction,9/19/2019 12:00:00 AM,15-NT-0383,,,,Complete,Satisfactory/Compliance,Close File,N,400
164068,XY55 Temporary Space Sote,"38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)",Indian Head,MD,20640,Charles,State_federal SWM,9/27/2019 12:00:00 AM,19-SF-0217,,,,Active,Noncompliance,Additional Investigation Required,N,401
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,9/27/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,402
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,9/27/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,403
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Sediment_Erosion,10/2/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Corrective Actions Required,Continue Routine Inspection,N,404
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,10/2/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Corrective Actions Required,Continue Routine Inspection,N,405
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,10/2/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Corrective Actions Required,Continue Routine Inspection,N,406
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,10/7/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Additional Investigation Required,Continue Routine Inspection,N,407
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,10/7/2019 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Additional Investigation Required,Continue Routine Inspection,N,408
